Species,number,sex,m1 md,m2 md,m3 md,m1 bl tri,m1 bl tal,m2 bl tri,m2 bl tal,m3 bl tri,m3 bl tal
Hylobates_concolor,A618745,M,6.62,6.37,,5.12,5.25,5.25,5.25,5.87,5.62
Hylobates_concolor,A618737,M,5.87,6.87,5.87,,4.62,5.37,5.75,5.12,
Hylobates_concolor,A618735,M,6.87,7.37,7.25,,,6,6.62,6.25,6.12
Hylobates_concolor,A618734,M,7.25,7.5,7.62,,,5.62,6.5,6,6.5
Hylobates_concolor,46505,M,6.62,7.12,5.87,4.87,5.12,5.62,6.12,5.5,4.5
Hylobates_concolor,46496,M,6.75,7.37,6.25,5.37,5.87,6.12,6.5,5.87,5.5
Hylobates_concolor,46498,M,6.62,6.62,6.62,5.25,5.25,5.75,5.62,5.87,5
Hylobates_concolor,46497,M,6.75,6.62,6.12,,5.37,5.5,5.5,5.37,5
Hylobates_concolor,46508,M,6.5,6.25,6.5,4.75,5.12,,,6,5.37
Hylobates_concolor,38116,M,7,7.75,7.25,,,5.87,6.12,6.12,5.87
Hylobates_concolor,87252,M,6.63,6.75,6.88,,,5.75,5.63,5.63,5.63
Hylobates_concolor,87251,M,6.5,6.75,6.88,5.25,,5.63,5.5,5.88,
Hylobates_hoolock,112672,F,6.5,7.63,,,,6.13,6.25,6.38,
Hylobates_hoolock,114546,F,7.25,7.5,7.38,5.88,5.63,6.63,6.13,6.88,6.13
Hylobates_hoolock,112953,F,,7.75,,5.38,5.75,6.38,6,6.38,
Hylobates_hoolock,112680,F,6.5,7.5,7.75,,,,6.38,6.63,6.5
Hylobates_hoolock,112667,F,7.13,7.75,7.5,5.38,5.5,6.25,6.25,6.25,6.13
Hylobates_hoolock,112717,F,6.88,7.75,8.25,5.5,5.75,6.38,6.63,6.63,6.25
Hylobates_hoolock,112676,F,7,,,,,,,,6.13
Hylobates_hoolock,112674,F,6.63,7.5,7.63,,,6.13,6.13,6.5,6
Hylobates_hoolock,112690,F,7.25,7.88,7.38,,,6.5,6.38,6.38,6
Hylobates_hoolock,112693,F,6.5,7.38,7.13,5.25,5.38,6.25,6.13,,
Hylobates_hoolock,112686,F,6.63,7.63,7.88,,,6.38,6.38,6.13,6.38
Hylobates_hoolock,112719,F,7,8,7.63,5.63,5.88,,6.63,6.63,6.13
Hylobates_hoolock,112697,F,7.5,8,7.63,5.75,6.25,6.75,6.75,7,6.38
Hylobates_hoolock,112718,F,6.75,7.5,7.13,5.5,5.5,,6.25,6.13,5.75
Hylobates_hoolock,112679,F,6.38,7.38,7.63,5.25,5.13,6.25,6.13,6.38,6
Hylobates_hoolock,112670,F,7,7.75,7.88,5.75,6,6.38,6.63,6.5,6.38
Hylobates_hoolock,112688,F,7,7.5,7.38,5.5,,6.13,6.63,6.38,6.13
Hylobates_hoolock,112711,F,7.25,7.75,8,,5.75,6.75,6.63,6.75,6.63
Hylobates_hoolock,83425,M,6.75,7.5,7,5.63,,6.5,,,6
Hylobates_hoolock,83420,M,7.38,8,7.5,5.75,,6.75,6.63,6.63,6
Hylobates_hoolock,171169,M,6.5,7.25,6.75,5.38,5.75,6.5,6.63,6.13,5.5
Hylobates_hoolock,83426,M,7.25,7.88,,6,6.25,7,6.63,,
Hylobates_hoolock,83419,M,7.13,7.5,,6,6.25,6.75,,6.5,6.5
Hylobates_hoolock,83416,M,6.5,7.75,7.5,5.63,5.75,6.88,,,6.63
Hylobates_hoolock,83417,M,7,8.13,7.88,,5.75,6.5,6.88,6.38,6.38
Hylobates_hoolock,83413,M,7,8,7.5,5.38,5.63,6.63,6.63,6.38,6.38
Hylobates_hoolock,83415,M,6.88,7.75,7.38,5.38,5.75,6.25,6.5,6.25,5.75
Hylobates_hoolock,112960,M,7.38,8,8.25,,,7.63,7.38,7,7
Hylobates_hoolock,112683,M,7,8,7.88,5.88,5.75,6.88,6.75,6.75,6.63
Hylobates_hoolock,112961,M,7.13,7.5,7,,,,6.5,,7
Hylobates_hoolock,112682,M,6.75,8,7.75,,,,6.75,6.75,6.63
Hylobates_hoolock,112713,M,7,7.75,7.38,5.63,5.75,6.5,6.38,6.63,5.88
Hylobates_hoolock,112703,M,7,7.63,7.25,5.38,5.5,6.5,6.38,6.13,5.88
Hylobates_hoolock,112681,M,6.38,7.63,7.13,5.25,5.5,6.63,6.38,6.38,5.88
Hylobates_hoolock,112668,M,7.25,8.13,7.38,5.75,6.13,6.63,6.75,6.38,6.13
Hylobates_hoolock,112716,M,7.13,8.13,8.5,,5.75,6.63,6.5,6.88,6.5
Hylobates_hoolock,112720,M,7.38,8,8.75,,,7,7,6.75,6.38
Hylobates_hoolock,163630,M,7.5,7.75,7.5,,,6.75,6.75,6.5,6.38
Hylobates_hoolock,163632,M,7.25,7.5,7.75,,,6.63,6.88,6.63,6.5
Hylobates_hoolock,112715,M,6.75,8,,5.5,,6.63,6.63,6.63,7.38
Hylobates_hoolock,112692,M,6.88,7.75,7,,,6.75,,6.25,6
Hylobates_hoolock,112684,M,6.75,7.5,7.5,5.63,,6.63,6.63,,
Hylobates_hoolock,112706,M,7.38,8,,,,6.88,7.25,6.75,7
Hylobates_hoolock,112701,M,7.63,7.88,7.88,,6.13,6.5,6.63,6.75,6.38
Hylobates_hoolock,112698,M,7,7.63,7.13,5.38,5.88,6.25,6.5,6.13,6
Hylobates_hoolock,112702,M,7.5,8.13,7.5,,,6.75,6.88,6.88,6.63
Hylobates_hoolock,112696,M,6.75,7.88,,5.38,5.63,6.38,6.63,6.63,6.25
Hylobates_hoolock,112707,M,7.13,8,,,,6.38,,,5.88
Hylobates_hoolock,112708,M,7,8.25,7.25,5.75,5.63,,6.5,,6
Hylobates_hoolock,112709,M,7,7.88,6.88,,6.25,6.5,,6.5,6.38
Hylobates_hoolock,112671,M,7.25,7.88,7.5,5.88,6,6.63,6.5,6.5,6
Hylobates_hoolock,112712,M,6.88,7.63,7.63,,,6.5,,6.38,
Hylobates_klossi,43333,F,5.75,6.25,6.25,4.62,4.75,5.12,5.12,5.12,5
Hylobates_klossi,103348,F,6.13,6,5,,,5,5,4.88,4.63
Hylobates_klossi,103351,F,5.75,5.88,4.88,4.38,4.63,4.63,4.75,4.25,4
Hylobates_klossi,103251,F,5.75,5.75,5.13,4.25,4.63,4.38,4.75,4.63,4.38
Hylobates_klossi,103252,F,6,6,4.88,4.5,4.63,4.88,4.75,4.25,3.75
Hylobates_klossi,103248,F,7.13,6.13,5.5,4.25,4.38,4.63,4.88,4.5,4.38
Hylobates_klossi,103244,F,5.88,6.25,5.5,4.5,,4.88,4.88,4.75,4.38
Hylobates_klossi,46607,M,6.12,6,4.87,4.62,4.75,4.87,4.75,4.5,4.25
Hylobates_klossi,38641,M,6.25,6.5,5.25,4.75,5,5.25,5.37,5,4.75
Hylobates_klossi,103345,M,6,6,5,4.5,4.5,4.88,5.13,4.63,4.5
Hylobates_klossi,103347,M,6.13,5.5,5.38,4.63,,,,4.88,4.63
Hylobates_klossi,103350,M,6.13,6.13,5.38,4.75,5,5,5.25,4.88,4.25
Hylobates_klossi,103349,M,6.13,5.88,4.5,3.63,5,5,5.25,,
Hylobates_klossi,103346,M,6,5.5,5,,4.63,5,5,4.75,4.25
Hylobates_klossi,103344,M,6.25,6.25,5.25,,4.88,4.75,5,4.63,4.5
Hylobates_klossi,103250,M,6,6.38,5.75,4.5,4.88,4.88,5.13,,4.38
Hylobates_klossi,103249,M,5.88,6,5.5,,,4.88,,4.5,4.25
Hylobates_klossi,103247,M,5.88,6.13,5,,,5.13,5.38,4.38,4.25
Hylobates_klossi,103245,M,5.75,6.13,5.25,4.38,,4.88,4.75,4.5,4.25
Hylobates_klossi,103243,M,6.38,6.63,5.5,4.75,5.13,5.25,5.5,5.13,4.75
Hylobates_klossi,12.2,M,5.75,6.25,5.38,,4.63,4.88,5,4.75,4.38
Hylobates_lar_agilis,102200,F,6.63,6.63,6.38,5,5,5.31,5.25,5.38,4.75
Hylobates_lar_agilis,102773,F,6.38,6.75,6.63,,,5.88,5.5,5.88,5.13
Hylobates_lar_agilis,102776,F,6.13,6.25,6.5,4.75,5,5.13,5.38,5.38,5
Hylobates_lar_agilis,102772,F,6.13,5.88,5.75,4.63,5,4.5,4.75,4.63,4.38
Hylobates_lar_agilis,106679,F,6.25,6.63,6.75,,,5.5,5.63,5.63,5.25
Hylobates_lar_agilis,106678,F,6.13,5.88,5.88,4.75,5.25,4.88,4.88,4.88,4.63
Hylobates_lar_agilis,106580,F,5.88,6.13,6.38,,,5.13,5,5.25,4.88
Hylobates_lar_agilis,106573,F,6.5,6.75,6.63,4.75,5,5.25,5.5,5.63,5.5
Hylobates_lar_agilis,106575,F,5.75,6.38,6.13,,,5,,5.13,4.63
Hylobates_lar_agilis,102199,M,,6.75,6.88,5.25,5.38,5.63,5.5,5.5,5.25
Hylobates_lar_agilis,102161,M,6.63,6.38,6.75,5.13,5.38,5.5,5.88,5.75,5.63
Hylobates_lar_agilis,102778,M,6.25,6.75,6.13,5,,5.38,5.38,,
Hylobates_lar_agilis,102774,M,6,6.5,7,4.63,5.13,5.38,5.5,5.63,5.63
Hylobates_lar_agilis,102771,M,6.5,6.5,6.25,4.88,5.5,5.13,5.25,5.38,4.63
Hylobates_lar_agilis,102472,M,6.13,6.38,6.63,5.13,5.13,5.25,5.25,,
Hylobates_lar_agilis,102470,M,5.88,6,5.63,5.25,5.13,5.25,4.88,,
Hylobates_lar_agilis,106676,M,5.88,6.25,6.38,5.13,,5.63,5.75,5.63,5.25
Hylobates_lar_agilis,106578,M,6.63,7,6.75,4.88,5.25,5.38,5.75,5.38,5.25
Hylobates_lar_agilis,106579,M,6.13,6.63,6.88,5.13,5,5.75,5.63,6.13,5.38
Hylobates_lar_agilis,106675,M,6,6.5,6.5,4.75,,5.13,5.38,5.25,5.25
Hylobates_lar_agilis,106672,M,6.13,6.25,6.38,4.88,,5.38,5.25,5.75,4.75
Hylobates_lar_agilis,106572,M,6,6.13,6.13,4.75,,5.13,5.63,5.5,5.13
Hylobates_lar_agilis,106571,M,6.38,6.88,6.13,5,4.88,5.25,5.38,5.5,4.75
Hylobates_lar_agilis,106576,M,6.63,6.88,6.5,5.13,,5.38,,5.75,5.13
Hylobates_lar_agilis,106574,M,6.63,6.88,6.75,4.25,,5.88,,,
Hylobates_lar_carpenteri,41530,F,5.75,6,5.87,4.87,4.87,5.62,5.37,5.25,4.87
Hylobates_lar_carpenteri,41506,F,6,6.75,6.37,,,5.75,5.62,5.75,5.5
Hylobates_lar_carpenteri,41494,F,5.87,6.25,6.37,4.62,,5.25,5.25,5.37,5.12
Hylobates_lar_carpenteri,41487,F,6.5,7,6.5,5.25,5.25,5.87,5.75,,
Hylobates_lar_carpenteri,41480,F,6.5,6.5,5.87,5.12,,5.5,5.75,5,5
Hylobates_lar_carpenteri,41475,F,6.12,6,6.62,5.12,5,5.75,5.37,5.37,5.5
Hylobates_lar_carpenteri,41477,F,6.5,6.5,6.87,5,,5.62,6,5.87,5.75
Hylobates_lar_carpenteri,41474,F,6.12,6.75,7.25,5.12,,5.75,5.75,5.87,
Hylobates_lar_carpenteri,41436,F,6.5,6.5,6.87,5,5.37,5.5,5.75,5.37,5.75
Hylobates_lar_carpenteri,41442,F,6,6.5,6,5,,5.5,5.5,5.25,4.75
Hylobates_lar_carpenteri,41426,F,6.37,6.75,6.5,5,,5.5,5.75,5.5,5.37
Hylobates_lar_carpenteri,41424,F,6.12,6.25,6.25,5.12,,5.75,5.62,5.62,5.62
Hylobates_lar_carpenteri,35943,F,5.87,6.12,7,4.75,,5.37,5.25,5.62,5.62
Hylobates_lar_carpenteri,41414,F,6.25,6.12,6.12,5,5,5.5,5.25,5.37,5
Hylobates_lar_carpenteri,41421,F,5.87,6.25,5.75,5,,5.62,5.62,5.62,5
Hylobates_lar_carpenteri,41419,F,6.5,7.12,7.25,,,6.12,6,6.25,5.75
Hylobates_lar_carpenteri,41469,F,6,6.75,,5,,5.75,,5.5,5.25
Hylobates_lar_carpenteri,41463,F,6,6.5,6.75,5.12,,5.5,5.37,5.37,5.37
Hylobates_lar_carpenteri,41460,F,6.25,6.87,6.12,5,,5.37,5.75,5.37,5.25
Hylobates_lar_carpenteri,41454,F,6.37,6.87,6.62,5,,5.62,5.75,,
Hylobates_lar_carpenteri,41505,M,6.5,6.75,6.37,,,5.62,5.62,5.5,5.37
Hylobates_lar_carpenteri,41490,M,6.75,7.12,,5.5,,6,5.87,6.12,6.12
Hylobates_lar_carpenteri,41492,M,6.25,6.5,6.5,5.25,5.37,5.75,5.62,5.62,5.37
Hylobates_lar_carpenteri,41486,M,6.25,6.75,7.12,5.12,5.37,5.5,6,5.62,5.5
Hylobates_lar_carpenteri,41484,M,6.75,7.5,7,5.62,6,6.12,6.25,5.87,5.62
Hylobates_lar_carpenteri,41483,M,6.12,6.5,7,5.12,5,5.75,5.5,5.75,5.37
Hylobates_lar_carpenteri,41476,M,5.75,5.75,6.37,5,,5.5,5.12,5.62,5.37
Hylobates_lar_carpenteri,41441,M,6.37,7.25,6.75,4.87,,5.5,5.75,5.25,5.37
Hylobates_lar_carpenteri,41447,M,7,7.12,7.37,5.37,,5.87,,6,6.37
Hylobates_lar_carpenteri,41445,M,6.5,7.5,6.5,5.87,,6.25,6.37,6.25,5.87
Hylobates_lar_carpenteri,41433,M,7,7.25,7,5.75,,6.25,,6,
Hylobates_lar_carpenteri,41427,M,6.5,7.25,7.12,5.37,,6,6.12,6.25,6
Hylobates_lar_carpenteri,41428,M,6,6.37,6.5,5,4.87,5.75,5.62,5.5,5.37
Hylobates_lar_carpenteri,41471,M,6.5,6.75,6.5,5,,5.5,5.62,5.37,4.75
Hylobates_lar_carpenteri,41465,M,6.5,6.62,6.75,5.5,,5.87,5.62,6.25,5.62
Hylobates_lar_carpenteri,41468,M,6.12,6.12,6.5,5.12,5.12,5.37,5.5,5.25,5.25
Hylobates_lar_carpenteri,41456,M,6.75,6.5,6.87,5.75,6,5.87,5.87,5.75,5.75
Hylobates_lar_carpenteri,41464,M,5.75,6.25,6.62,4.87,,5.37,4.87,5.25,5
Hylobates_lar_carpenteri,41448,M,6.25,6.75,6.75,,,,6,5.5,5.75
Hylobates_lar_carpenteri,41450,M,6.5,7.12,7.62,5.12,5.5,6,6.25,6.25,6.25
Hylobates_pileata,15.11.4.4,F,6.25,6.25,6.62,5.25,4.87,5.62,5.37,5.87,5.5
Hylobates_pileata,A618739,F,5.87,6,5.62,5,,5.5,5.12,,
Hylobates_pileata,15.11.4.1,M,7.87,7.12,7.25,5.37,4.87,5.75,5.25,6.12,5.5
Hylobates_pileata,15.11.4.2,M,5.87,6.37,,4.62,,5.25,5.5,5.62,5.37
Hylobates_pileata,A618738,M,6,6.25,6,5,4.62,5.5,5.37,5.75,5.25
Hylobatges_syndactylus_syndactylus,38.3.13.5,?,8.12,9.12,8.87,,,6.87,6.87,6.75,6.25
Hylobatges_syndactylus_syndactylus,36031,?,9.12,9.37,9.5,6.5,7.12,7.75,,7.62,7.62
Hylobatges_syndactylus_syndactylus,38.11.30.5,F,8.37,9.62,9.5,,,7.62,7.87,8,7.62
Hylobatges_syndactylus_syndactylus,19.11.12.3,F,8.25,9.25,7.87,,,7.12,7.25,7,6.5
Hylobatges_syndactylus_syndactylus,20.1.26.2,F,7.62,8.5,8.12,5.87,6.37,6.62,6.87,6.37,5.87
Hylobatges_syndactylus_syndactylus,38584,F,7.5,8.25,,5.87,6.25,6.62,7.12,6.37,6.25
Hylobatges_syndactylus_syndactylus,38582,F,7.5,8.75,8.5,6,6.37,7,7.25,,7
Hylobatges_syndactylus_syndactylus,38589,F,8.37,9.5,9.62,6.12,6.87,6.87,7.75,7,7.75
Hylobatges_syndactylus_syndactylus,2991,F,7.62,8.25,8,5.87,6.12,6.37,6.75,6.25,5.62
Hylobatges_syndactylus_syndactylus,A614386,F,8.62,8.87,8.12,6.37,6.62,7,6.87,7.12,6.5
Hylobatges_syndactylus_syndactylus,3190,F,8,8.75,8.75,6.37,6.5,6.87,7.12,7,7.12
Hylobatges_syndactylus_syndactylus,16739,F,7.5,8,8.5,5.62,6,6.37,6.5,6.62,6.62
Hylobatges_syndactylus_syndactylus,2i,F,8.25,8.5,7.87,6.12,6.62,6.37,6.87,,6.75
Hylobatges_syndactylus_syndactylus,1013,F,8.5,8.62,7.62,6.25,6.5,6.37,6.87,6.75,6.62
Hylobatges_syndactylus_syndactylus,3f,F,7.62,8,8.37,5.37,,5.87,7,6.12,6.87
Hylobatges_syndactylus_syndactylus,1964/231,F,7.25,7.75,8.37,5.5,5.87,,,6.37,6.37
Hylobatges_syndactylus_syndactylus,1905/60,F,7.5,7.75,,5.5,5.87,6.12,6.12,6.37,6
Hylobatges_syndactylus_syndactylus,102463,F,8.25,9.25,,,,,,,
Hylobatges_syndactylus_syndactylus,102196,F,8.13,,9.25,,,,,7.25,7.25
Hylobatges_syndactylus_syndactylus,102195,F,8,9.5,9.38,,,6.88,6.88,7,7.13
Hylobatges_syndactylus_syndactylus,102186,F,8.38,9.13,,6.38,6.75,,,7.13,7.63
Hylobatges_syndactylus_syndactylus,102190,F,7.25,8.75,,,,6.75,7,6.75,6.88
Hylobatges_syndactylus_syndactylus,102188,F,8.38,9.13,,6.5,,7.13,,,6.88
Hylobatges_syndactylus_syndactylus,102727,F,8,9.5,,6.13,6.38,7,7.25,7.25,7.13
Hylobatges_syndactylus_syndactylus,106583,F,8.13,9.38,9.5,5.88,,7.13,7.38,7,6.63
Hylobatges_syndactylus_syndactylus,102721,F,8,8.25,8.88,,6.63,7.13,7.25,,6
Hylobatges_syndactylus_syndactylus,106582,F,8.38,9.38,,6.13,6.63,7.13,7.25,7,6
Hylobatges_syndactylus_syndactylus,20.1.26.1,M,7.62,8.62,8.62,6.5,6.62,7,7,7.12,6.62
Hylobatges_syndactylus_syndactylus,81.3.15.1,M,8.62,9.37,9.5,6.37,6,6.75,6.5,6.87,5.62
Hylobatges_syndactylus_syndactylus,A14.08NoI2,M,8.37,9.62,,5.87,6.62,6.87,7.25,,
Hylobatges_syndactylus_syndactylus,38588,M,8,9.5,9.5,,,,,7,
Hylobatges_syndactylus_syndactylus,A633001,M,8.5,8.75,,6.5,6.62,7.12,7.12,7.62,
Hylobatges_syndactylus_syndactylus,3223,M,8,8.87,,,6.62,6.62,7.12,7.12,6.87
Hylobatges_syndactylus_syndactylus,59125,M,7.5,8.5,8,,,7.5,7.25,7.25,6.75
Hylobatges_syndactylus_syndactylus,4615,M,8.75,9.37,9.62,6.37,6.75,7.5,7.75,7.37,8
Hylobatges_syndactylus_syndactylus,10b,M,8.25,8.25,8.62,5.75,,6.5,6.62,6.87,6.12
Hylobatges_syndactylus_syndactylus,4617,M,8.12,9,10,5.87,6.62,6.75,7.37,7,6.87
Hylobatges_syndactylus_syndactylus,4614,M,8.37,9,9,6.37,6.62,7.5,7.5,7.37,6.87
Hylobatges_syndactylus_syndactylus,1908/437,M,8.43,9.12,8.62,5.87,6.25,7,7.5,7.12,6.75
Hylobatges_syndactylus_syndactylus,1908/432,M,8.75,9.25,8.25,6.62,6.75,7,7.12,6.5,6.12
Hylobatges_syndactylus_syndactylus,1908/433,M,8.25,9,8,6.12,6.12,7,6.62,6.62,6.12
Hylobatges_syndactylus_syndactylus,1908/3560,M,7.5,8.37,8.5,5.5,,6.12,6.62,6.62,7
Hylobatges_syndactylus_syndactylus,1906/84a,M,7.62,8.37,7.62,5.75,,6.5,6.62,6.62,5.87
Hylobatges_syndactylus_syndactylus,1905/56,M,7.87,8.87,8.5,6.25,6.62,7.37,7.5,7.25,7.25
Hylobatges_syndactylus_syndactylus,1907/674,M,8.5,9.25,9,6.5,7.12,7.62,7.75,7.62,7.12
Hylobatges_syndactylus_syndactylus,1921/190,M,7.75,8.5,8.12,6.12,,,,7.25,6.12
Hylobatges_syndactylus_syndactylus,1902/36,M,7.87,9,8.25,6,6.12,6.62,,6.62,6
Hylobatges_syndactylus_syndactylus,102194,M,8.25,9.38,9.63,,,6.88,7,,
Hylobatges_syndactylus_syndactylus,106581,M,8.5,9.13,,6.25,,,,,
Hylobatges_syndactylus_syndactylus,102187,M,8.13,8.63,,6.25,,6.88,,,
Hylobatges_syndactylus_syndactylus,102728,M,,9.5,8.75,,6.75,,,,
Hylobatges_syndactylus_syndactylus,102725,M,8.63,9,9.75,,,6.88,7.25,7.13,7.38
Hylobatges_syndactylus_syndactylus,102726,M,8.25,,10.13,,,,,,
Hylobatges_syndactylus_syndactylus,102720,M,8.25,8.88,9.25,6.5,,,,7.38,7.75
Hylobatges_syndactylus_syndactylus,41333,M,8.38,8.5,8.75,,,,,,
Macaca_brunescens,30615,F,7.25,7.5,9.88,5.38,5.38,6.63,6.13,6.63,5.75
Macaca_brunescens,30611,F,7.13,7.88,10,6,6.25,6.75,6.5,6.63,6.38
Macaca_brunescens,153592,F,7.38,8.38,9.75,5.88,5.75,7,6.63,7.13,6.5
Macaca_brunescens,30612,F,7.13,7.88,10,5.75,5.75,7,6.38,6.38,5.63
Macaca_brunescens,175985,F,6.88,7.5,8.88,,5.25,6.5,6,6.5,5.63
Macaca_brunescens,1019,M,14,6.5,7.12,5,5.25,5.87,5.75,7,6.75
Macaca_brunescens,30613,M,7.25,8.13,,5,5.13,6.5,6.25,,6.38
Macaca_brunescens,no number,M,15.87,14.62,6.5,6,5.25,4.87,6,6,7.12
Macaca_fascicularis_fascicularis,35651,F,5.87,7,7.87,5.12,4.5,5.87,5.12,5.62,4.75
Macaca_fascicularis_fascicularis,35652,F,6.12,7.25,9,4.87,4.87,5.75,5.62,5.75,5.25
Macaca_fascicularis_fascicularis,35634,F,6.25,7.37,9.25,5.12,4.87,6.25,5.62,6.62,5.37
Macaca_fascicularis_fascicularis,35626,F,6.25,7.25,8.62,4.87,4.87,6,5.75,5.5,5.25
Macaca_fascicularis_fascicularis,35576,F,6.12,7,8.75,4.62,4.75,5.37,5.25,5.5,5.12
Macaca_fascicularis_fascicularis,35600,F,6,6.87,7.37,4.62,4.37,5.5,5.12,4.87,4.5
Macaca_fascicularis_fascicularis,35722,F,5.62,6.37,7.5,4.5,4.12,5.62,5.12,5.25,4.5
Macaca_fascicularis_fascicularis,35694,F,6,7,7.87,5,4.62,5.5,5.25,5.25,4.75
Macaca_fascicularis_fascicularis,35731,F,5.87,6.62,6.12,4.62,4.25,5.5,5,5.12,4
Macaca_fascicularis_fascicularis,35727,F,6.37,7.12,8,4.75,4.5,5.37,5,5.37,4.62
Macaca_fascicularis_fascicularis,35658,F,6.12,7.25,8.5,5,4.75,5.87,5.62,5.5,5.25
Macaca_fascicularis_fascicularis,35693,F,5.87,6.75,7.87,,,5.37,5.12,5.12,4.62
Macaca_fascicularis_fascicularis,35765,F,5.75,6.62,8.62,4.75,4.37,5.75,5.12,5.62,5
Macaca_fascicularis_fascicularis,37350,F,6.37,6.62,8.37,5.12,5.25,6,5.75,6.12,5.62
Macaca_fascicularis_fascicularis,37349,F,6,7.25,8.75,5,4.75,5.75,5.5,5.75,5.25
Macaca_fascicularis_fascicularis,37347,F,6.25,7.5,8.12,5.12,5.12,6.12,5.87,6.12,5.62
Macaca_fascicularis_fascicularis,35629,M,6,7,9,4.37,4.37,5.37,5.25,5.37,5.25
Macaca_fascicularis_fascicularis,35619,M,6.25,6.87,8.37,5.25,4.87,6.25,5.62,6.12,5.5
Macaca_fascicularis_fascicularis,35611,M,6.37,7.25,8.75,4.81,4.62,5.87,5.37,5.75,5.37
Macaca_fascicularis_fascicularis,35569,M,6.37,7.5,8.12,5,4.62,6.25,5.62,6.12,5
Macaca_fascicularis_fascicularis,35729,M,6.62,7.75,9,5.37,5.25,6.62,6.12,6.62,5.75
Macaca_fascicularis_fascicularis,35673,M,6.5,7.62,8.87,5.25,4.75,6.12,5.62,5.75,5
Macaca_fascicularis_fascicularis,35755,M,6.75,7.5,8.87,5,5,5.87,5.62,6.12,5.25
Macaca_fascicularis_fascicularis,37417,M,6.37,7.5,9.62,5.37,5.37,6.12,5.87,6.25,5.87
Macaca_fascicularis_fascicularis,37415,M,7,8,9.75,5.12,5,6.12,5.62,6,5.37
Macaca_fascicularis_fascicularis,57836,M,6,6.87,8.25,4.87,4.5,5.62,5,5.62,5.25
Macaca_fascicularis_fascicularis,37406,M,6.75,7.87,9.37,5.5,5.37,6.5,6,6.5,5.87
Macaca_fascicularis,1883-565,M,6.87,7.75,9.37,5.5,5.87,6.25,6,6.25,5.75
Macaca_fascicularis,1880-2460,M,7.62,8.5,10.5,5.5,5.5,6.5,6.12,6.62,6
Macaca_fuscata_fuscata,f,F,7.5,8.87,11.37,6,5.75,8.12,7.37,8.12,7
Macaca_fuscata_fuscata,6.1.4.2,F,7.5,8.75,11.37,6.12,6.12,7.5,7.12,7.5,7
Macaca_fuscata_fuscata,84817,F,7.75,9.5,12.25,6.75,6.5,8.25,7.37,8.5,7
Macaca_fuscata_fuscata,48938,F,7.12,8.5,11,5.87,5.75,7.12,6.87,7.62,7
Macaca_fuscata_fuscata,A3470,F,7.75,9,12.25,6.37,6,7.75,7.12,7.87,6.87
Macaca_fuscata_fuscata,48926,F,7.25,9.12,12.5,6.25,5.75,7.87,7.62,8.62,7.5
Macaca_fuscata_fuscata,48929,F,7.5,8.87,11.62,6.12,6,7.75,7.37,7.62,6.87
Macaca_fuscata_fuscata,48928,F,8.37,10,10.87,6.5,6.37,8,7.62,7.87,6.5
Macaca_fuscata_fuscata,1901/79,F,7.75,9,11.25,6.37,6.37,8,7.37,7.75,7.12
Macaca_fuscata_fuscata,1901/74,F,7.62,9,11.75,6.25,6.25,7.5,7.25,7.37,6.37
Macaca_fuscata_fuscata,1901/83,F,7.62,8.62,11,6.25,6.25,7.62,7.25,7.25,6.25
Macaca_fuscata_fuscata,1901/71,F,8.12,8.87,11.12,6.37,6.25,7.62,7,7.87,6.75
Macaca_fuscata_fuscata,1981/432,F,7.25,8.62,10.75,5.87,5.75,7.12,7,7.37,6.75
Macaca_fuscata_fuscata,1981/429,F,8,9,11.5,6,6.12,7.62,7.37,7.62,7
Macaca_fuscata_fuscata,1981/428,F,7.87,9,11.5,5.87,5.87,7.25,7,7.25,6.62
Macaca_fuscata_fuscata,1981/431,F,7,8.12,11,5.75,5.75,7,6.87,7.37,7
Macaca_fuscata_fuscata,1981/460,F,7.5,8.62,11.25,6.12,5.87,7.25,6.87,7.62,6.75
Macaca_fuscata_fuscata,1981/437,F,7.62,8.62,11.5,5.75,5.62,6.87,6.75,6.87,6
Macaca_fuscata_fuscata,1981/453,F,7.12,8.62,10.87,6.12,5.87,7.37,6.87,7.25,6.5
Macaca_fuscata_fuscata,1981/439,F,7.37,8.62,11.62,5.87,6,6.87,6.87,7.5,6.37
Macaca_fuscata_fuscata,1981/435,F,7.62,8.87,11.62,6.12,6.25,7.62,7.25,7.5,6.87
Macaca_fuscata_fuscata,1981/438,F,7.37,8.12,11,5.87,6,7.12,7.12,7,6.5
Macaca_fuscata_fuscata,2,F,7.12,8.62,11,5.87,5.62,7,6.75,7.25,6.37
Macaca_fuscata_fuscata,21,F,7.87,9.12,12.25,6.25,6.12,7.62,7.12,8.37,7
Macaca_fuscata_fuscata,7,F,7.87,9.12,10.75,6.12,6.25,7.37,7.37,7.75,7.12
Macaca_fuscata_fuscata,13b,M,8.12,9.37,12.37,5.87,6.37,7.62,7.75,8.25,8.37
Macaca_fuscata_fuscata,48932,M,8.12,9.37,12.25,6.37,6.12,7.5,7.37,8,7.12
Macaca_fuscata_fuscata,48933,M,8.62,9.87,12.87,6.62,6.37,7.87,7.62,8.25,7.37
Macaca_fuscata_fuscata,48937,M,8.12,9.37,12.87,7.12,6.87,8.12,8.12,8.62,8
Macaca_fuscata_fuscata,5982,M,7.75,9.37,12.25,6.37,6,7.75,7,7.75,7
